method,delta,true_signal,p,ci_lower,ci_upper,is_contain,mle
polyhedral,0.3,0.4516430076738727,0.2690145844976446,-0.010916173884273067,0.47802733041626405,true,0.057558455244336997
polyhedral,0.3,0.43194387201963763,0.0000969183211869673,0.07617806809780686,0.6551780700272112,true,0.33174516952157507
polyhedral,0.3,0.3346990083831275,2.0472956663297737e-11,0.3678510112447339,0.5835023194226283,false,0.47160518415303
polyhedral,0.3,0.34668466608321524,0.0004682290033100056,0.2605573123651603,1.0789607012503761,true,0.5861105728344088
polyhedral,0.3,0.3727254351154421,0.12421495547844241,-0.0037757235030416096,0.42898449943309563,true,0.09036995356730143
polyhedral,0.3,0.28702609821455605,0.026266092038947253,0.09799058476327167,0.6118595616196039,true,0.35751935054270373
polyhedral,0.3,0.3142337856581735,0.25182891817286834,-0.016261972615437305,0.17602136024099646,false,0.07692987686859357
polyhedral,0.3,0.3054833205530917,0.045259931517645624,0.05586820811882713,0.41861541631160887,true,0.24248611614671736
polyhedral,0.3,0.44209308873024983,0.4154586637426301,-0.1451334853214664,0.4906008190190309,true,0.15771869666651006
polyhedral,0.3,0.2709877932794111,0.4856420838764508,-0.14999575572736856,0.5272980866366019,true,0.1415507885901737
polyhedral,0.3,0.3244442869095753,0.3992089545286577,-0.087113200741311,0.5807934735828706,true,0.18180214326153513
polyhedral,0.3,0.31475766082499607,0.1836102974014735,-0.00878887898326439,0.429657527321281,true,0.1794419739071487
polyhedral,0.3,0.26320311123107587,0.13760450389213852,-0.04115664686260109,0.4582646275294299,true,0.24765006189787073
polyhedral,0.3,0.3888833187509428,0.02322386241690122,0.10559646628109666,0.5006539375056206,true,0.3292053664459766
polyhedral,0.3,0.3766128704210668,0.0008460530900100682,0.233499445077238,0.5742737587781553,true,0.4090743794817452
polyhedral,0.3,0.3525353293018985,0.48420007246607577,-0.12020526036179788,0.5769584774422176,true,0.1547640793320204
polyhedral,0.3,0.18084212269223515,0.027849670965064854,0.08061120426886509,0.4327625554527793,true,0.26735381529131397
polyhedral,0.3,0.413073269452677,0.09116023094874492,0.010037283877699029,0.4534508122042624,true,0.2622888895834591
polyhedral,0.3,0.2923992967972106,0.8307959191187451,-1.0129649910625496,0.8488679296690814,true,-0.013619520348740895
polyhedral,0.3,0.36690150090061463,0.052207700335732854,0.06301890794937252,0.48268965063429203,true,0.2984847316051513
polyhedral,0.3,0.3389443642104563,0.06395007084761617,0.0805981491605462,1.5102972126450294,true,0.7590074912792764
polyhedral,0.3,0.5318543665302092,1.1934108481437278e-6,0.49516766697220543,1.0022984524810141,true,0.7271835539682048
polyhedral,0.3,0.324004075669827,0.7507837101336474,-0.06103828566758488,0.4497244278566871,true,0.05026556270902746
polyhedral,0.3,0.4229710321081631,0.001773371255034295,0.08316563879791976,0.6926157255336145,true,0.4042133793107131
polyhedral,0.3,0.33849229587145,0.21078713992878217,-0.015464770812566139,0.6854798245421273,true,0.24886219120530714
polyhedral,0.3,0.3727207283057293,0.028784970925329167,0.1158072114298585,0.6329443319004572,true,0.397853396984028
polyhedral,0.3,0.3570604816426913,0.0004891811591882789,0.2528745408955154,0.5438500273511572,true,0.40646649617667663
polyhedral,0.3,0.2594259598613859,0.00014066784006128152,0.2593224061563473,0.500733074630086,true,0.3870454352685871
polyhedral,0.3,0.42133475118541025,0.00010694158046775648,0.15729347218817832,0.5636431987002722,true,0.38979357348613247
polyhedral,0.3,0.3506672743573163,0.0005611862556405001,0.21851276789572988,0.5201981795924864,true,0.36760112610321527
polyhedral,0.3,0.38721025720854413,0.2625174207660901,-0.04343136563349563,0.5029705703524059,true,0.22893845843112146
polyhedral,0.3,0.30925935956044487,0.3067221955608066,-0.2167619787720338,0.5469815233951371,true,0.21353757358068814
polyhedral,0.3,0.19975115956142941,0.7436965493506177,-1.8654379056338517,0.362332999695888,true,-0.396003820329316
polyhedral,0.3,0.2731816573114135,0.9488092259281996,-0.9875497463842994,0.352930941229237,true,-0.14564080078117503
polyhedral,0.3,0.24385223787245783,0.0017054662399438314,0.37350093100248355,0.8916822036841268,false,0.6504526272240957
polyhedral,0.3,0.23067756649623083,0.7339144480042554,-0.9746079404685865,0.8197216685441335,true,0.03336422860833257
polyhedral,0.3,0.47794749432487016,0.5692243919902216,-0.15071876351478491,0.6103995938384521,true,0.11831286324619285
polyhedral,0.3,0.43205462181917154,2.4896840504773365e-6,0.43290411456055833,0.906405277838553,false,0.6613242673784154
polyhedral,0.3,0.1559777743950019,0.5520465238462768,-0.52114850561549,0.5190583951543922,true,0.10974814004538812
polyhedral,0.3,0.194880495966643,0.22654349015045952,-0.23266814974410463,0.19677547170537021,true,-0.08920883809478455
polyhedral,0.3,0.3516076643143891,0.07448757722102473,0.007501933350498303,0.6162394914532328,true,0.29367437441852734
polyhedral,0.3,0.3593219147603937,0.16998440865580866,-0.05597550430861191,0.5748157567311135,true,0.2721642878905161
polyhedral,0.3,0.33393474418705515,0.8370324470920156,-0.9009752560238247,0.5845744646129166,true,-0.037694493230575096
