method,delta,true_signal,p,ci_lower,ci_upper,is_contain,mle
randomized,0.4,0.42315700476592855,0.02055313994243657,0.14793497730284036,1.021237859943095,true,0.5482615681726148
randomized,0.4,0.2572272391143836,0.0005870755684809215,0.35657857051727004,0.7632542730091373,false,0.5732126618274186
randomized,0.4,0.24016234177550894,0.7902670312314375,-1.2527639190162758,0.436526473519123,true,-0.2320442774615144
randomized,0.4,0.3635426740396728,0.7949169212893716,-0.734088483438839,0.4856815656188781,true,0.00891666971659125
randomized,0.4,0.613833214957778,0.0001535453955487931,0.3161608416803312,0.6514322913971465,true,0.4901209992016674
randomized,0.4,0.49724568558358057,0.5165152213792421,-0.5702207696852509,1.1353484438119303,true,0.2935649994055018
randomized,0.4,0.3407321266806525,0.04618843482454782,0.08238405826782001,0.5679548007532952,true,0.35184164522204503
randomized,0.4,0.39256900932377425,0.0006390754945293509,0.31475786665714994,0.7039943494630169,true,0.519551467582605
randomized,0.4,0.420002273084564,0.004693849857376753,0.22139684386716088,0.624527284475794,true,0.437139539786921
randomized,0.4,0.410260570584513,0.9446137377353623,-0.1149394137471643,0.5046588853665641,true,-0.04241235841030796
randomized,0.4,0.40787570697492853,0.772494661227098,-0.6538517455988427,0.4500286704751018,true,0.01815243678717618
randomized,0.4,0.4648855228642756,0.0026404259278407505,0.2615488368992899,0.6473503246175135,true,0.46998070543961357
randomized,0.4,0.48411656602495856,0.000246480793403725,0.38075322467960404,0.7788565847021891,true,0.5904526618150144
randomized,0.4,0.4212238994565647,0.7541867607915103,-0.05186703751736732,0.434437347503928,true,0.03404551216504376
randomized,0.4,0.3900008290545161,0.13432462700214454,-0.04257851447100182,0.5419258387799242,true,0.2913217894996169
randomized,0.4,0.42285553563286543,0.757005674305962,-0.23068213167006135,0.32768889555904673,false,-0.15290668799616156
randomized,0.4,0.5604881567904018,1.2875014387958572e-9,0.5936763576476394,0.9442848530408466,false,0.0
randomized,0.4,0.5146750734442574,0.052192525437404935,0.013690846549085851,0.6996442302118208,true,0.3652555086422759
randomized,0.4,0.5526865770655713,0.0003643877621493097,0.34284832721497643,0.7208524244182368,true,0.5380024082342192
randomized,0.4,0.4247069500233344,1.9559765251919714e-7,0.520639067687304,0.8781039013425342,false,0.6954994137691184
randomized,0.4,0.3363194863657344,0.02213582741335851,0.1542138086250494,0.6499138905862937,true,0.4210008707034374
randomized,0.4,0.37469356434645784,0.013313381079389064,0.20517154575632401,0.6817523438215597,true,0.46894334783439734
randomized,0.4,0.4043262798113576,3.764121672356069e-6,0.3908845045127788,0.693075164303598,true,0.545802356450011
randomized,0.4,0.2073174184210391,0.11245919009665206,-0.012904235583452932,0.46626714035326344,true,0.25462482999479374
randomized,0.4,0.49100112591558515,0.0007023019280052445,0.05389285679353951,0.5371638434255008,true,0.2511004016221025
randomized,0.4,0.4734386890105911,0.44358958552178784,-0.11310252663647037,0.37478488557916123,false,-0.04586142851771487
randomized,0.4,0.36048103584612795,0.4661745761411904,-0.4026925597002239,0.53784564601605,true,0.15827896654956825
randomized,0.4,0.41476068727096427,6.381033830216154e-7,0.507252085441573,2.2094666487125183,false,1.190933492005552
randomized,0.4,0.3640007155326028,0.020775927060100452,0.11274757549695502,0.48316264781890855,true,0.31304944348972197
randomized,0.4,0.472868070131126,0.5039851443072403,-0.09911464697039707,0.6160929846252127,true,0.1679303626800528
randomized,0.4,0.48487219622956207,0.006263257418161361,0.2585052150789536,0.7076215361025776,true,0.5062789427726084
randomized,0.4,0.26283285871911044,0.14308156318059484,-0.05838128897405654,0.5928282489084751,true,0.31542648065962237
randomized,0.4,0.46868052152748174,0.11476180511442546,-0.008867932417881615,0.5427536944437596,true,0.298360549424911
randomized,0.4,0.5301947433267807,0.3357764119204074,-0.08406850528707412,0.5860282080862279,true,0.231309376375244
randomized,0.4,0.48510654808215553,0.3700260765619159,-0.08792701658957824,0.5776552429115132,true,0.21213597779170243
randomized,0.4,0.3387966759039968,0.06787906279995815,0.0541501397237327,0.6231110520066995,true,0.38053103021856666
randomized,0.4,0.4721612862785911,0.00037692588253790404,0.3376184821907024,0.7171904088105079,true,0.5348176756338864
randomized,0.4,0.38800184223841544,0.007505861443843687,0.16937975584222675,0.5509829620145567,true,0.371230295653221
randomized,0.4,0.3384006416959375,0.2986590933406661,-0.06407411650463345,0.5292368637825554,true,0.217952717798514
randomized,0.4,0.44773714542404325,0.4881424133262533,-0.21590060241456216,0.5245430146977956,true,0.144357746887925
