method,n,true_p,coverage,length
clopper_pearson,10000,0.09,0.95132,0.011316509227926166
clopper_pearson,10000,0.1,0.95254,0.011857718956017347
clopper_pearson,10000,0.11,0.95264,0.012363269423106948
clopper_pearson,10000,0.12,0.95101,0.01283681928647806
clopper_pearson,10000,0.13,0.95191,0.013279933302241923
clopper_pearson,10000,0.14,0.95272,0.013699276050365701
clopper_pearson,10000,0.15,0.95207,0.014095050497630442
clopper_pearson,10000,0.16,0.95096,0.014468771764479416
clopper_pearson,10000,0.17,0.9514,0.014821529791087735
clopper_pearson,10000,0.18,0.95229,0.015157303064643806
clopper_pearson,10000,0.19,0.95182,0.015475981701337196
clopper_pearson,10000,0.2,0.95199,0.015777191734524364
clopper_pearson,10000,0.21,0.95127,0.016063335711938874
clopper_pearson,10000,0.22,0.95155,0.01633525540137452
clopper_pearson,10000,0.23,0.95152,0.016593974950798316
clopper_pearson,10000,0.24,0.94968,0.016839065411824877
clopper_pearson,10000,0.25,0.95275,0.017070595387988566
clopper_pearson,10000,0.26,0.95202,0.01729140875526293
clopper_pearson,10000,0.27,0.95148,0.01749945424667127
clopper_pearson,10000,0.28,0.95198,0.017697409251862913
clopper_pearson,10000,0.29,0.95097,0.01788451682809578
clopper_pearson,10000,0.3,0.95195,0.018060497923414215
clopper_pearson,10000,0.31,0.95072,0.018226659464015457
clopper_pearson,10000,0.32,0.95222,0.018382280060823
clopper_pearson,10000,0.33,0.95091,0.018528691081463343
clopper_pearson,10000,0.34,0.95214,0.018665856622452754
clopper_pearson,10000,0.35000000000000003,0.95033,0.018793515101810945
clopper_pearson,10000,0.36,0.95067,0.01891253374454744
clopper_pearson,10000,0.37,0.95249,0.01902211491280146
clopper_pearson,10000,0.38,0.95075,0.01912338593744394
clopper_pearson,10000,0.39,0.94927,0.01921588894185116
clopper_pearson,10000,0.4,0.95027,0.01930041561448646
clopper_pearson,10000,0.41000000000000003,0.95144,0.019376278941482413
clopper_pearson,10000,0.42,0.95324,0.019443837402989658
clopper_pearson,10000,0.43,0.95096,0.01950320172683414
clopper_pearson,10000,0.44,0.95016,0.019554717461610523
clopper_pearson,10000,0.45,0.95038,0.019597936902360148
clopper_pearson,10000,0.46,0.95185,0.019633400348200613
clopper_pearson,10000,0.47000000000000003,0.95165,0.019660983895146197
clopper_pearson,10000,0.48,0.95172,0.019680556432652322
clopper_pearson,10000,0.49,0.95081,0.019692335395231957
clopper_pearson,10000,0.5,0.95144,0.019696259026051006
clopper_pearson,10000,0.51,0.95097,0.0196923146371225
clopper_pearson,10000,0.52,0.9507,0.019680555451754546
clopper_pearson,10000,0.53,0.95217,0.01966097389909638
clopper_pearson,10000,0.54,0.95314,0.019633467173658242
clopper_pearson,10000,0.55,0.95189,0.019598061770456903
clopper_pearson,10000,0.56,0.95017,0.019554683567581613
clopper_pearson,10000,0.5700000000000001,0.9511,0.01950331723931959
clopper_pearson,10000,0.58,0.95097,0.019443727665394938
clopper_pearson,10000,0.59,0.94997,0.019376359725674298
clopper_pearson,10000,0.6,0.9516,0.019300281346100144
clopper_pearson,10000,0.61,0.9506,0.01921630497831986
clopper_pearson,10000,0.62,0.94979,0.019123750518724173
clopper_pearson,10000,0.63,0.95187,0.019022207157175598
clopper_pearson,10000,0.64,0.95105,0.018912465894888392
clopper_pearson,10000,0.65,0.95163,0.018793640228273772
clopper_pearson,10000,0.66,0.95195,0.01866608065977932
clopper_pearson,10000,0.67,0.94992,0.018528717473817714
clopper_pearson,10000,0.68,0.95136,0.01838283707449553
clopper_pearson,10000,0.6900000000000001,0.95024,0.018226648631510297
clopper_pearson,10000,0.7000000000000001,0.95126,0.018060305174857447
clopper_pearson,10000,0.71,0.95173,0.017884349127542793
clopper_pearson,10000,0.72,0.95155,0.017697479394972626
clopper_pearson,10000,0.73,0.95074,0.01749985726062976
clopper_pearson,10000,0.74,0.95054,0.017291581849915
clopper_pearson,10000,0.75,0.95092,0.01707140461698148
clopper_pearson,10000,0.76,0.95106,0.01683836170899416
clopper_pearson,10000,0.77,0.95063,0.016593585833812048
clopper_pearson,10000,0.78,0.95001,0.016335526480080274
clopper_pearson,10000,0.79,0.95253,0.01606361361543926
clopper_pearson,10000,0.8,0.95172,0.015777233330848253
clopper_pearson,10000,0.81,0.95204,0.015475250336314588
clopper_pearson,10000,0.8200000000000001,0.95161,0.015157543070402162
clopper_pearson,10000,0.8300000000000001,0.95106,0.01482219875208772
clopper_pearson,10000,0.84,0.9528,0.01446835948248554
clopper_pearson,10000,0.85,0.95062,0.014094448913992103
clopper_pearson,10000,0.86,0.95156,0.01369890055458147
clopper_pearson,10000,0.87,0.95182,0.013280757639041494
clopper_pearson,10000,0.88,0.95073,0.012836040826485692
clopper_pearson,10000,0.89,0.95212,0.012363463478620476
clopper_pearson,10000,0.9,0.95116,0.011858522236646027
clopper_pearson,10000,0.91,0.95212,0.011316861997832453
clopper_pearson,10000,0.92,0.95403,0.010732646906286817
clopper_pearson,10000,0.93,0.95274,0.010100657800747571
clopper_pearson,10000,0.9400000000000001,0.95178,0.009408150831256179
clopper_pearson,10000,0.9500000000000001,0.94971,0.008642187315066292
clopper_pearson,10000,0.96,0.95338,0.00777967416167534
clopper_pearson,10000,0.97,0.95441,0.0067853315088383295
clopper_pearson,10000,0.98,0.95509,0.005587611683151521
clopper_pearson,10000,0.99,0.95581,0.004001171391852178
clopper_pearson,10000,1.0,1.0,0.0003688199146187898
wilson_score,1000,0.0,1.0,0.003826758485555124
wilson_score,1000,0.01,0.96341,0.012738001204474813
wilson_score,1000,0.02,0.94618,0.017603604217333223
wilson_score,1000,0.03,0.94899,0.021327776844907623
wilson_score,1000,0.04,0.95743,0.02442429971661443
wilson_score,1000,0.05,0.95173,0.027110825700564566
wilson_score,1000,0.06,0.94717,0.029509623420029423
wilson_score,1000,0.07,0.94581,0.03167903221397783
wilson_score,1000,0.08,0.94498,0.03366419897807926
wilson_score,1000,0.09,0.94851,0.035497258487755
wilson_score,1000,0.1,0.94923,0.03719549018088394
wilson_score,1000,0.11,0.95231,0.03878580813125759
wilson_score,1000,0.12,0.95302,0.040264643829909304
wilson_score,1000,0.13,0.94657,0.04165670057753225
wilson_score,1000,0.14,0.95119,0.042972403965186985
wilson_score,1000,0.15,0.95362,0.04421387970257677
wilson_score,1000,0.16,0.94804,0.04539610454956455
wilson_score,1000,0.17,0.95263,0.046500938190049974
wilson_score,1000,0.18,0.94756,0.04755484920072551
wilson_score,1000,0.19,0.95167,0.04855289983827994
wilson_score,1000,0.2,0.94703,0.04950234244385626
wilson_score,1000,0.21,0.9535,0.050405979843222315
wilson_score,1000,0.22,0.94794,0.051257819944759773
wilson_score,1000,0.23,0.95475,0.05206481616283172
wilson_score,1000,0.24,0.94961,0.052838951923137194
wilson_score,1000,0.25,0.94735,0.05357244672468759
wilson_score,1000,0.26,0.95191,0.05426835472383347
wilson_score,1000,0.27,0.9497,0.054923425082808355
wilson_score,1000,0.28,0.94665,0.05554087434827159
wilson_score,1000,0.29,0.95408,0.056128118351122684
wilson_score,1000,0.3,0.95161,0.0566847109486902
wilson_score,1000,0.31,0.94893,0.057203373709115456
wilson_score,1000,0.32,0.9486,0.05769562523200422
wilson_score,1000,0.33,0.95197,0.0581586387630053
wilson_score,1000,0.34,0.95102,0.05858509622280964
wilson_score,1000,0.35000000000000003,0.94926,0.058989737291747175
wilson_score,1000,0.36,0.9494,0.059364103065217284
wilson_score,1000,0.37,0.94568,0.05971299948438908
wilson_score,1000,0.38,0.95319,0.06002912968568986
wilson_score,1000,0.39,0.9531,0.060318770715654134
wilson_score,1000,0.4,0.95101,0.060583713874408994
wilson_score,1000,0.41000000000000003,0.95022,0.060822969908916794
wilson_score,1000,0.42,0.9493,0.06103658712545889
wilson_score,1000,0.43,0.94766,0.061222435314650596
wilson_score,1000,0.44,0.94796,0.061384916810256436
wilson_score,1000,0.45,0.94691,0.061521543578748034
wilson_score,1000,0.46,0.94747,0.061632456523532074
wilson_score,1000,0.47000000000000003,0.94678,0.06171886302500658
wilson_score,1000,0.48,0.94546,0.06178016681268336
wilson_score,1000,0.49,0.94698,0.06181773079669922
wilson_score,1000,0.5,0.94618,0.0618299570223108
wilson_score,1000,0.51,0.94506,0.061817547418667455
wilson_score,1000,0.52,0.94645,0.06178029952424297
wilson_score,1000,0.53,0.94691,0.06171887205584479
wilson_score,1000,0.54,0.94684,0.06163209936758706
wilson_score,1000,0.55,0.94655,0.061520254346712815
wilson_score,1000,0.56,0.94781,0.0613836847290248
wilson_score,1000,0.5700000000000001,0.94928,0.06122394389761878
wilson_score,1000,0.58,0.95028,0.06103532341622548
wilson_score,1000,0.59,0.95015,0.060824001904876523
wilson_score,1000,0.6,0.9524,0.06058581994772705
wilson_score,1000,0.61,0.95197,0.060316971015470205
wilson_score,1000,0.62,0.9534,0.06002731203723594
wilson_score,1000,0.63,0.9479,0.059711097667528495
wilson_score,1000,0.64,0.94747,0.05936212679903269
wilson_score,1000,0.65,0.94884,0.05899308394861344
wilson_score,1000,0.66,0.95221,0.05859041968661179
wilson_score,1000,0.67,0.9528,0.05815657180370449
wilson_score,1000,0.68,0.94758,0.05769727366453045
wilson_score,1000,0.6900000000000001,0.94832,0.05720494443367714
wilson_score,1000,0.7000000000000001,0.94999,0.05668554415522859
wilson_score,1000,0.71,0.95386,0.05612955376319061
wilson_score,1000,0.72,0.94719,0.055541104608862225
wilson_score,1000,0.73,0.95052,0.054918614892702534
wilson_score,1000,0.74,0.95289,0.05426923599823851
wilson_score,1000,0.75,0.94677,0.05356990574538043
wilson_score,1000,0.76,0.9493,0.052843627439827096
wilson_score,1000,0.77,0.95325,0.05207622407392011
wilson_score,1000,0.78,0.94891,0.05126505004782996
wilson_score,1000,0.79,0.95145,0.05040381381749198
wilson_score,1000,0.8,0.94687,0.04949268068009652
wilson_score,1000,0.81,0.95259,0.04855663152363688
wilson_score,1000,0.8200000000000001,0.9461,0.04755031377115062
wilson_score,1000,0.8300000000000001,0.95159,0.04650696222553359
wilson_score,1000,0.84,0.94818,0.04538822292824074
wilson_score,1000,0.85,0.95508,0.04421975862493085
wilson_score,1000,0.86,0.94953,0.042981189735727274
wilson_score,1000,0.87,0.94669,0.04167042193027154
wilson_score,1000,0.88,0.95418,0.04025808196358648
wilson_score,1000,0.89,0.95105,0.03877460796797777
wilson_score,1000,0.9,0.94912,0.03719390071347818
wilson_score,1000,0.91,0.94713,0.035491142384961864
wilson_score,1000,0.92,0.94743,0.03365943073270525
wilson_score,1000,0.93,0.94611,0.031676460613506874
wilson_score,1000,0.9400000000000001,0.94716,0.029504948177912712
wilson_score,1000,0.9500000000000001,0.9509,0.027111673192361564
wilson_score,1000,0.96,0.95697,0.024425572443157365
wilson_score,1000,0.97,0.94939,0.02132214658739385
wilson_score,1000,0.98,0.94573,0.017598640461825618
wilson_score,1000,0.99,0.96431,0.01272012678062537
wilson_score,1000,1.0,1.0,0.0038267584855551373
wilson_score,2000,0.0,1.0,0.0019170472812529355
wilson_score,2000,0.01,0.94602,0.008861851146932406
wilson_score,2000,0.02,0.9539,0.012361845611151095
wilson_score,2000,0.03,0.94242,0.015016927070599031
wilson_score,2000,0.04,0.95343,0.01722026224758173
wilson_score,2000,0.05,0.95401,0.019133482913006036
wilson_score,2000,0.06,0.94646,0.020838084262233963
wilson_score,2000,0.07,0.95094,0.022384286637138085
wilson_score,2000,0.08,0.94747,0.023790644815093142
wilson_score,2000,0.09,0.95432,0.025094153911428954
wilson_score,2000,0.1,0.95122,0.02629749149128043
wilson_score,2000,0.11,0.94971,0.027421953150333498
wilson_score,2000,0.12,0.94981,0.02847831019390778
wilson_score,2000,0.13,0.95001,0.02947017521199511
wilson_score,2000,0.14,0.94988,0.030398921974888877
wilson_score,2000,0.15,0.95085,0.031280149860797406
wilson_score,2000,0.16,0.95306,0.03211064958322135
wilson_score,2000,0.17,0.94743,0.032898288379555204
wilson_score,2000,0.18,0.94879,0.033650004471160636
wilson_score,2000,0.19,0.9503,0.034361385587876735
wilson_score,2000,0.2,0.95242,0.03503492480150978
wilson_score,2000,0.21,0.94828,0.03566889756193802
wilson_score,2000,0.22,0.95128,0.03627756208881737
wilson_score,2000,0.23,0.94714,0.036856877748923995
wilson_score,2000,0.24,0.95005,0.03739998454239029
wilson_score,2000,0.25,0.94772,0.03791538136553523
wilson_score,2000,0.26,0.95057,0.03840685853880323
wilson_score,2000,0.27,0.94766,0.038875714225664555
wilson_score,2000,0.28,0.9503,0.03931607642974325
wilson_score,2000,0.29,0.94898,0.039728914331275185
wilson_score,2000,0.3,0.95164,0.04012405987191721
wilson_score,2000,0.31,0.94991,0.04049332925709247
wilson_score,2000,0.32,0.94751,0.04084111365452561
wilson_score,2000,0.33,0.95072,0.04116859657926121
wilson_score,2000,0.34,0.94874,0.04147552614320665
wilson_score,2000,0.35000000000000003,0.94799,0.04176013846108579
wilson_score,2000,0.36,0.95231,0.0420256078948939
wilson_score,2000,0.37,0.95185,0.0422702269002725
wilson_score,2000,0.38,0.95005,0.04249615777682273
wilson_score,2000,0.39,0.94942,0.04270187943738248
wilson_score,2000,0.4,0.94735,0.042890072903264596
wilson_score,2000,0.41000000000000003,0.9518,0.043059162680193504
wilson_score,2000,0.42,0.94961,0.04321042108613646
wilson_score,2000,0.43,0.95011,0.043342408882734544
wilson_score,2000,0.44,0.94947,0.04345708316660826
wilson_score,2000,0.45,0.94986,0.043554433367231866
wilson_score,2000,0.46,0.94925,0.04363296027768465
wilson_score,2000,0.47000000000000003,0.9483,0.043694622700294214
wilson_score,2000,0.48,0.94807,0.04373832609956272
wilson_score,2000,0.49,0.94836,0.04376437107507043
wilson_score,2000,0.5,0.94937,0.04377318773810676
wilson_score,2000,0.51,0.94901,0.043764447147690316
wilson_score,2000,0.52,0.94711,0.04373826595931957
wilson_score,2000,0.53,0.94725,0.043694232951530784
wilson_score,2000,0.54,0.94881,0.04363286255085071
wilson_score,2000,0.55,0.95021,0.04355474019492785
wilson_score,2000,0.56,0.94995,0.04345736975677247
wilson_score,2000,0.5700000000000001,0.9502,0.043343093727682656
wilson_score,2000,0.58,0.95113,0.04320942554652484
wilson_score,2000,0.59,0.9521,0.04305841970269635
wilson_score,2000,0.6,0.9494,0.04288920150489884
wilson_score,2000,0.61,0.94919,0.04270164085713223
wilson_score,2000,0.62,0.95053,0.04249605732954177
wilson_score,2000,0.63,0.94977,0.04227023210699228
wilson_score,2000,0.64,0.95296,0.042023996879062504
wilson_score,2000,0.65,0.94773,0.041760567879087454
wilson_score,2000,0.66,0.9507,0.04147393750845229
wilson_score,2000,0.67,0.95166,0.041167877717430905
wilson_score,2000,0.68,0.94841,0.04084172059598678
wilson_score,2000,0.6900000000000001,0.95091,0.040493373895066374
wilson_score,2000,0.7000000000000001,0.95267,0.040126043327526915
wilson_score,2000,0.71,0.94881,0.03973028974499887
wilson_score,2000,0.72,0.95016,0.03931217586141783
wilson_score,2000,0.73,0.94775,0.03887438272392403
wilson_score,2000,0.74,0.95273,0.03841058656296433
wilson_score,2000,0.75,0.94687,0.03791754117871457
wilson_score,2000,0.76,0.95019,0.03739987971525598
wilson_score,2000,0.77,0.94632,0.0368506908461967
wilson_score,2000,0.78,0.95051,0.03627813955321566
wilson_score,2000,0.79,0.94929,0.03567086820158236
wilson_score,2000,0.8,0.95262,0.035032230953336
wilson_score,2000,0.81,0.94959,0.03436019745878099
