method,n,true_p,coverage,length
wilson_score,2000,0.8200000000000001,0.95021,0.03365032324551605
wilson_score,2000,0.8300000000000001,0.94688,0.032902202753726566
wilson_score,2000,0.84,0.95105,0.032114818482563284
wilson_score,2000,0.85,0.95106,0.03128347297767114
wilson_score,2000,0.86,0.95215,0.03040230381347892
wilson_score,2000,0.87,0.94993,0.029470279062992096
wilson_score,2000,0.88,0.95068,0.028477140780293526
wilson_score,2000,0.89,0.95132,0.027418648953053827
wilson_score,2000,0.9,0.95207,0.026296838890820826
wilson_score,2000,0.91,0.95406,0.02508792639732623
wilson_score,2000,0.92,0.94723,0.023790295326033967
wilson_score,2000,0.93,0.95063,0.022381322188555996
wilson_score,2000,0.9400000000000001,0.94714,0.02084000063382289
wilson_score,2000,0.9500000000000001,0.95439,0.0191390285584925
wilson_score,2000,0.96,0.95548,0.017223459378951114
wilson_score,2000,0.97,0.94219,0.015015001817682474
wilson_score,2000,0.98,0.95471,0.012366452551991735
wilson_score,2000,0.99,0.94577,0.008864437313209106
wilson_score,2000,1.0,1.0,0.0019170472812531925
wilson_score,10000,0.0,1.0,0.0003839983706765957
wilson_score,10000,0.01,0.94973,0.003912915314706822
wilson_score,10000,0.02,0.95078,0.005496655079679058
wilson_score,10000,0.03,0.94999,0.006692814834705777
wilson_score,10000,0.04,0.9503,0.007685597260154742
wilson_score,10000,0.05,0.95017,0.008545546162104532
wilson_score,10000,0.06,0.94877,0.009312125410665657
wilson_score,10000,0.07,0.95233,0.010003709269591078
wilson_score,10000,0.08,0.95088,0.01063561746029599
wilson_score,10000,0.09,0.95109,0.011219006079802635
wilson_score,10000,0.1,0.9496,0.0117596489495399
wilson_score,10000,0.11,0.95109,0.01226478506216278
wilson_score,10000,0.12,0.94915,0.012737369557473541
wilson_score,10000,0.13,0.94885,0.013181501523165457
wilson_score,10000,0.14,0.9524,0.013600083820647391
wilson_score,10000,0.15,0.94729,0.013995500441802273
wilson_score,10000,0.16,0.94881,0.014369236689821185
wilson_score,10000,0.17,0.94944,0.014723701723253145
wilson_score,10000,0.18,0.95179,0.01505800970607716
wilson_score,10000,0.19,0.94907,0.015375024475577504
wilson_score,10000,0.2,0.95088,0.015677565261052847
wilson_score,10000,0.21,0.94644,0.015963141791431698
wilson_score,10000,0.22,0.9506,0.016235293126868982
wilson_score,10000,0.23,0.94986,0.016493496733106926
wilson_score,10000,0.24,0.95019,0.01673831308741237
wilson_score,10000,0.25,0.9491,0.01697040638700628
wilson_score,10000,0.26,0.94872,0.017190317279608427
wilson_score,10000,0.27,0.95087,0.01739928895274043
wilson_score,10000,0.28,0.95218,0.017596816676858463
wilson_score,10000,0.29,0.94868,0.017783242083707542
wilson_score,10000,0.3,0.94974,0.01795935473112837
wilson_score,10000,0.31,0.94997,0.01812530006517209
wilson_score,10000,0.32,0.94996,0.018281410744987004
wilson_score,10000,0.33,0.95047,0.018427630462765448
wilson_score,10000,0.34,0.94928,0.018565015058939253
wilson_score,10000,0.35000000000000003,0.94936,0.018692450462960836
wilson_score,10000,0.36,0.9518,0.01881107329353286
wilson_score,10000,0.37,0.9498,0.01892138510979254
wilson_score,10000,0.38,0.95118,0.019022571977854324
wilson_score,10000,0.39,0.94981,0.019114964485084214
wilson_score,10000,0.4,0.94935,0.019198791346389545
wilson_score,10000,0.41000000000000003,0.94985,0.01927488555222009
wilson_score,10000,0.42,0.95006,0.019342659773958857
wilson_score,10000,0.43,0.9503,0.01940189576677502
wilson_score,10000,0.44,0.95106,0.01945332480670592
wilson_score,10000,0.45,0.95015,0.01949668402018653
wilson_score,10000,0.46,0.94971,0.019532147702979688
wilson_score,10000,0.47000000000000003,0.94763,0.01955962515309987
wilson_score,10000,0.48,0.94934,0.019579170553516365
wilson_score,10000,0.49,0.94778,0.019590969423335627
wilson_score,10000,0.5,0.95003,0.01959490359960368
wilson_score,10000,0.51,0.94924,0.01959099303810353
wilson_score,10000,0.52,0.94828,0.01957927735936362
wilson_score,10000,0.53,0.9489,0.01955960881635651
wilson_score,10000,0.54,0.94831,0.01953216396185912
wilson_score,10000,0.55,0.95036,0.019496697182694325
wilson_score,10000,0.56,0.95163,0.019453419654438253
wilson_score,10000,0.5700000000000001,0.95174,0.019401954662462455
wilson_score,10000,0.58,0.94966,0.019342366076009868
wilson_score,10000,0.59,0.95064,0.019274928045762932
wilson_score,10000,0.6,0.9515,0.01919905528354979
wilson_score,10000,0.61,0.95089,0.019114954877062797
wilson_score,10000,0.62,0.9501,0.0190221973387504
wilson_score,10000,0.63,0.94835,0.01892119352081409
wilson_score,10000,0.64,0.95082,0.018811389438810548
wilson_score,10000,0.65,0.95091,0.01869242077211634
wilson_score,10000,0.66,0.94866,0.01856454033085525
wilson_score,10000,0.67,0.95083,0.018427922167869825
wilson_score,10000,0.68,0.94906,0.018281461790595678
wilson_score,10000,0.6900000000000001,0.95044,0.0181253214055644
wilson_score,10000,0.7000000000000001,0.94839,0.01795866612101833
wilson_score,10000,0.71,0.95001,0.017783487989987603
wilson_score,10000,0.72,0.95197,0.017596738245523116
wilson_score,10000,0.73,0.95164,0.017399341418539417
wilson_score,10000,0.74,0.94931,0.017190439833434493
wilson_score,10000,0.75,0.94905,0.016970630171682367
wilson_score,10000,0.76,0.94891,0.0167375863075333
wilson_score,10000,0.77,0.9496,0.016493192223295827
wilson_score,10000,0.78,0.95143,0.016235318590999515
wilson_score,10000,0.79,0.9493,0.015963888007953512
wilson_score,10000,0.8,0.95134,0.015677086137535063
wilson_score,10000,0.81,0.94913,0.01537479702590147
wilson_score,10000,0.8200000000000001,0.95073,0.015058133266367754
wilson_score,10000,0.8300000000000001,0.94909,0.014722736766453318
wilson_score,10000,0.84,0.94931,0.014368676695692742
wilson_score,10000,0.85,0.94793,0.013995449236042278
wilson_score,10000,0.86,0.95214,0.013600211775929306
wilson_score,10000,0.87,0.94931,0.013181898702135252
wilson_score,10000,0.88,0.94935,0.012738181438182087
wilson_score,10000,0.89,0.9503,0.012264807900001003
wilson_score,10000,0.9,0.94757,0.011759794418404416
wilson_score,10000,0.91,0.95314,0.011219255947866488
wilson_score,10000,0.92,0.94963,0.010634942550339078
wilson_score,10000,0.93,0.95206,0.01000394891994185
wilson_score,10000,0.9400000000000001,0.94913,0.009311334523319845
wilson_score,10000,0.9500000000000001,0.94905,0.008545448966006765
wilson_score,10000,0.96,0.95046,0.00768747224558988
wilson_score,10000,0.97,0.95016,0.006691907837681277
wilson_score,10000,0.98,0.94977,0.0054959105355027885
wilson_score,10000,0.99,0.94947,0.003913529010494466
wilson_score,10000,1.0,1.0,0.000383998370676708
agresti_coull,1000,0.0,1.0,0.00461671614622642
agresti_coull,1000,0.01,0.96428,0.013276991770231172
agresti_coull,1000,0.02,0.94609,0.01798295424858255
agresti_coull,1000,0.03,0.94886,0.02162780356782344
agresti_coull,1000,0.04,0.95719,0.024680368767820763
agresti_coull,1000,0.05,0.95022,0.02733607089615816
agresti_coull,1000,0.06,0.94774,0.0297066615077775
agresti_coull,1000,0.07,0.94516,0.03185604654122828
agresti_coull,1000,0.08,0.94726,0.03381857841915888
agresti_coull,1000,0.09,0.94684,0.035631999929758344
agresti_coull,1000,0.1,0.94929,0.03732153282364704
agresti_coull,1000,0.11,0.95201,0.03889766871692093
agresti_coull,1000,0.12,0.95413,0.04037106906493649
agresti_coull,1000,0.13,0.94676,0.04175379263181775
agresti_coull,1000,0.14,0.94999,0.04306286104250164
agresti_coull,1000,0.15,0.95415,0.044290680703297614
agresti_coull,1000,0.16,0.94794,0.04546654171363763
agresti_coull,1000,0.17,0.953,0.046569229331231636
agresti_coull,1000,0.18,0.94642,0.04761790041475199
agresti_coull,1000,0.19,0.95284,0.04861689932501578
agresti_coull,1000,0.2,0.94754,0.04955762112673045
agresti_coull,1000,0.21,0.95284,0.05044218567383761
agresti_coull,1000,0.22,0.94832,0.051296633695266027
agresti_coull,1000,0.23,0.95467,0.05211438564538753
agresti_coull,1000,0.24,0.95108,0.05288162123319143
agresti_coull,1000,0.25,0.94734,0.053603887238065584
agresti_coull,1000,0.26,0.95285,0.054294891803690924
agresti_coull,1000,0.27,0.95022,0.05494294161506518
agresti_coull,1000,0.28,0.94714,0.055564495230784695
agresti_coull,1000,0.29,0.9534,0.05614986644742364
agresti_coull,1000,0.3,0.95129,0.05670032330916622
agresti_coull,1000,0.31,0.94853,0.05722585092764432
agresti_coull,1000,0.32,0.94608,0.057713279862027865
agresti_coull,1000,0.33,0.95289,0.0581723351491019
agresti_coull,1000,0.34,0.95122,0.05860729440075834
agresti_coull,1000,0.35000000000000003,0.94913,0.05900123706259264
agresti_coull,1000,0.36,0.9482,0.05937367142337469
agresti_coull,1000,0.37,0.94658,0.059718278558050314
agresti_coull,1000,0.38,0.9522,0.060035588854538656
agresti_coull,1000,0.39,0.95218,0.06032586543610059
agresti_coull,1000,0.4,0.95128,0.06058858743619126
agresti_coull,1000,0.41000000000000003,0.94962,0.06082741171207226
agresti_coull,1000,0.42,0.94966,0.061040319423479414
agresti_coull,1000,0.43,0.94934,0.06122485557447386
agresti_coull,1000,0.44,0.94858,0.06138653831806479
agresti_coull,1000,0.45,0.94742,0.06152249643118848
agresti_coull,1000,0.46,0.94638,0.06163237024846925
agresti_coull,1000,0.47000000000000003,0.94664,0.061719129539049275
agresti_coull,1000,0.48,0.94596,0.06178063015721358
agresti_coull,1000,0.49,0.94603,0.061817606585582024
agresti_coull,1000,0.5,0.94651,0.061830285816106674
agresti_coull,1000,0.51,0.94652,0.06181782945208415
agresti_coull,1000,0.52,0.9458,0.06178065272242326
agresti_coull,1000,0.53,0.94714,0.06171980785203658
agresti_coull,1000,0.54,0.94736,0.06163380758163181
agresti_coull,1000,0.55,0.94758,0.06152203236041695
agresti_coull,1000,0.56,0.94852,0.06138659879265448
agresti_coull,1000,0.5700000000000001,0.94829,0.06122523250271819
agresti_coull,1000,0.58,0.94951,0.061039270224869
agresti_coull,1000,0.59,0.95077,0.060828195106285204
agresti_coull,1000,0.6,0.9521,0.06059053272434084
agresti_coull,1000,0.61,0.95256,0.06032516929172214
agresti_coull,1000,0.62,0.95388,0.06003594234468581
agresti_coull,1000,0.63,0.94793,0.05971788939943756
agresti_coull,1000,0.64,0.94816,0.059374096296419196
agresti_coull,1000,0.65,0.94967,0.05900172532132748
agresti_coull,1000,0.66,0.95182,0.058601705475539646
agresti_coull,1000,0.67,0.9526,0.058174815636925906
agresti_coull,1000,0.68,0.94652,0.05771586683867311
agresti_coull,1000,0.6900000000000001,0.94927,0.0572218650985145
agresti_coull,1000,0.7000000000000001,0.95102,0.056700345579535745
agresti_coull,1000,0.71,0.95327,0.05615037361841566
agresti_coull,1000,0.72,0.94778,0.05556863416011873
agresti_coull,1000,0.73,0.95044,0.054944367974446476
agresti_coull,1000,0.74,0.95209,0.05429877031708659
agresti_coull,1000,0.75,0.94868,0.0536057086981323
agresti_coull,1000,0.76,0.95008,0.052878932646835596
agresti_coull,1000,0.77,0.95316,0.05211153522071409
agresti_coull,1000,0.78,0.9492,0.05130267338752376
agresti_coull,1000,0.79,0.95249,0.05044843066566677
agresti_coull,1000,0.8,0.94822,0.04955698079377753
agresti_coull,1000,0.81,0.95216,0.04861177013047888
agresti_coull,1000,0.8200000000000001,0.94701,0.04761951877790012
agresti_coull,1000,0.8300000000000001,0.95153,0.046567398691270245
agresti_coull,1000,0.84,0.9489,0.04545847119317897
agresti_coull,1000,0.85,0.95281,0.044297265719432065
agresti_coull,1000,0.86,0.94992,0.043059758440432576
agresti_coull,1000,0.87,0.94579,0.041748663660275936
agresti_coull,1000,0.88,0.95477,0.04036165088732437
agresti_coull,1000,0.89,0.9522,0.038894174293088765
agresti_coull,1000,0.9,0.94932,0.0373142364123076
agresti_coull,1000,0.91,0.94745,0.035625829374907735
agresti_coull,1000,0.92,0.94602,0.03381660606008261
agresti_coull,1000,0.93,0.94549,0.03185025108102275
agresti_coull,1000,0.9400000000000001,0.94787,0.02970023333008038
agresti_coull,1000,0.9500000000000001,0.95123,0.027330318494192513
agresti_coull,1000,0.96,0.95643,0.024674981822515447
agresti_coull,1000,0.97,0.94935,0.02162259596408536
agresti_coull,1000,0.98,0.94584,0.0179807629365049
agresti_coull,1000,0.99,0.96382,0.013285115398155635
agresti_coull,1000,1.0,1.0,0.004616716146226385
agresti_coull,2000,0.0,1.0,0.002313430950521927
agresti_coull,2000,0.01,0.94543,0.009059338389621209
agresti_coull,2000,0.02,0.95392,0.012498687996777948
agresti_coull,2000,0.03,0.95777,0.015129138596965895
agresti_coull,2000,0.04,0.95364,0.017317355526034715
agresti_coull,2000,0.05,0.95552,0.01921436401388037
agresti_coull,2000,0.06,0.94788,0.020909855019649613
agresti_coull,2000,0.07,0.95239,0.02243938629472959
agresti_coull,2000,0.08,0.94703,0.023844880287887046
agresti_coull,2000,0.09,0.95418,0.02513911957790452
agresti_coull,2000,0.1,0.95325,0.02634536465336851
agresti_coull,2000,0.11,0.95079,0.02746459938980814
agresti_coull,2000,0.12,0.95065,0.028511984999740933
agresti_coull,2000,0.13,0.94933,0.029503405835305904
agresti_coull,2000,0.14,0.95115,0.03043252797200943
agresti_coull,2000,0.15,0.95166,0.03131016338910673
agresti_coull,2000,0.16,0.95377,0.03214060717267481
agresti_coull,2000,0.17,0.94583,0.03292700111461834
agresti_coull,2000,0.18,0.94985,0.03367219880757725
agresti_coull,2000,0.19,0.95092,0.03438217369915618
agresti_coull,2000,0.2,0.9531,0.035055136958020094
agresti_coull,2000,0.21,0.94782,0.03568932250905428
agresti_coull,2000,0.22,0.95195,0.03629498418731906
agresti_coull,2000,0.23,0.94728,0.03686579476926904
agresti_coull,2000,0.24,0.94982,0.0374115720465448
agresti_coull,2000,0.25,0.94652,0.03792612680306019
agresti_coull,2000,0.26,0.94985,0.0384208022967961
agresti_coull,2000,0.27,0.94726,0.03888311222585156
agresti_coull,2000,0.28,0.95046,0.03932512287214483
agresti_coull,2000,0.29,0.94901,0.039741841979507905
agresti_coull,2000,0.3,0.95261,0.040129339735894526
agresti_coull,2000,0.31,0.94959,0.04050141128642428
agresti_coull,2000,0.32,0.94838,0.04084906343868696
agresti_coull,2000,0.33,0.95207,0.04117331698863229
agresti_coull,2000,0.34,0.94935,0.04147826655906815
agresti_coull,2000,0.35000000000000003,0.94777,0.041762371136346836
agresti_coull,2000,0.36,0.95143,0.04202848006399955
agresti_coull,2000,0.37,0.95074,0.04227371683737916
agresti_coull,2000,0.38,0.95079,0.04249929473333829
agresti_coull,2000,0.39,0.94955,0.04270454433023592
agresti_coull,2000,0.4,0.94639,0.042890984222968866
agresti_coull,2000,0.41000000000000003,0.95087,0.04306041875957272
agresti_coull,2000,0.42,0.95282,0.04321148834477501
agresti_coull,2000,0.43,0.94979,0.043343274328782815
agresti_coull,2000,0.44,0.94922,0.043457595605236814
agresti_coull,2000,0.45,0.94984,0.04355498536291639
agresti_coull,2000,0.46,0.9493,0.043633266989391906
agresti_coull,2000,0.47000000000000003,0.9489,0.04369452942161586
agresti_coull,2000,0.48,0.9478,0.043738289297553704
agresti_coull,2000,0.49,0.94879,0.04376445983621853
agresti_coull,2000,0.5,0.94885,0.043773216386223696
agresti_coull,2000,0.51,0.94847,0.04376451151384857
agresti_coull,2000,0.52,0.94814,0.04373811062284886
agresti_coull,2000,0.53,0.94801,0.043694634351266685
agresti_coull,2000,0.54,0.9486,0.04363349313032295
agresti_coull,2000,0.55,0.95102,0.04355465024373479
agresti_coull,2000,0.56,0.9499,0.04345810023153104
agresti_coull,2000,0.5700000000000001,0.95075,0.04334423460183725
agresti_coull,2000,0.58,0.95152,0.04321188827639574
agresti_coull,2000,0.59,0.95255,0.04306111900603963
agresti_coull,2000,0.6,0.94879,0.04289127056469221
agresti_coull,2000,0.61,0.9492,0.0427047831387892
agresti_coull,2000,0.62,0.9503,0.042497832002933084
agresti_coull,2000,0.63,0.95058,0.04227207839463466
agresti_coull,2000,0.64,0.95235,0.042028496717053394
agresti_coull,2000,0.65,0.94766,0.041765228988987595
agresti_coull,2000,0.66,0.94941,0.041479278871426495
agresti_coull,2000,0.67,0.95167,0.04117148511914035
agresti_coull,2000,0.68,0.94712,0.0408493945434686
agresti_coull,2000,0.6900000000000001,0.95019,0.040502807933320735
agresti_coull,2000,0.7000000000000001,0.95178,0.04013313938335987
agresti_coull,2000,0.71,0.94848,0.03973864776320931
agresti_coull,2000,0.72,0.94997,0.03932429803312803
agresti_coull,2000,0.73,0.94887,0.03888649705863421
agresti_coull,2000,0.74,0.95122,0.03842188845656126
agresti_coull,2000,0.75,0.94696,0.03793296715743556
agresti_coull,2000,0.76,0.9501,0.03741385056619244
agresti_coull,2000,0.77,0.94874,0.0368689449460395
agresti_coull,2000,0.78,0.95139,0.03629257504846805
agresti_coull,2000,0.79,0.94884,0.03569038061519702
agresti_coull,2000,0.8,0.95429,0.035053961118439364
agresti_coull,2000,0.81,0.95072,0.03437742334577802
agresti_coull,2000,0.8200000000000001,0.94899,0.033671292447199255
agresti_coull,2000,0.8300000000000001,0.94658,0.03292806635741039
agresti_coull,2000,0.84,0.95175,0.03214676444523633
agresti_coull,2000,0.85,0.95038,0.03130952933413697
agresti_coull,2000,0.86,0.95098,0.030434358291455337
agresti_coull,2000,0.87,0.94972,0.02950715805366595
agresti_coull,2000,0.88,0.95013,0.028512515543562454
agresti_coull,2000,0.89,0.95156,0.02746187425257898
agresti_coull,2000,0.9,0.95232,0.026341381137589832
agresti_coull,2000,0.91,0.95414,0.025140220646285658
agresti_coull,2000,0.92,0.94749,0.023846268562816512
agresti_coull,2000,0.93,0.95144,0.022440571548197296
agresti_coull,2000,0.9400000000000001,0.94604,0.02090893054033331
agresti_coull,2000,0.9500000000000001,0.95454,0.01921836698202794
agresti_coull,2000,0.96,0.95567,0.017316999684445944
agresti_coull,2000,0.97,0.95912,0.015118798815463451
agresti_coull,2000,0.98,0.95554,0.012492939425704754
agresti_coull,2000,0.99,0.94647,0.009059468529876468
agresti_coull,2000,1.0,1.0,0.002313430950521833
agresti_coull,10000,0.0,1.0,0.0004635009693938165
agresti_coull,10000,0.01,0.94921,0.00393061599925726
agresti_coull,10000,0.02,0.94975,0.005508201900931065
agresti_coull,10000,0.03,0.95036,0.006701605918814697
agresti_coull,10000,0.04,0.94968,0.00769381396720455
agresti_coull,10000,0.05,0.94855,0.008553521701431076
agresti_coull,10000,0.06,0.95016,0.009318668794258786
agresti_coull,10000,0.07,0.95366,0.01000812361092067
agresti_coull,10000,0.08,0.95184,0.01064145711357694
agresti_coull,10000,0.09,0.95207,0.011223321943228911
agresti_coull,10000,0.1,0.94823,0.0117643384088547
agresti_coull,10000,0.11,0.95141,0.012268561466006998
agresti_coull,10000,0.12,0.94857,0.012741464789203119
agresti_coull,10000,0.13,0.94783,0.013185518845354328
agresti_coull,10000,0.14,0.95273,0.013602744453607077
agresti_coull,10000,0.15,0.94882,0.013998297934028243
agresti_coull,10000,0.16,0.94875,0.01437159737855597
agresti_coull,10000,0.17,0.94913,0.014725631989745268
agresti_coull,10000,0.18,0.95007,0.015059571480612844
agresti_coull,10000,0.19,0.94907,0.015377207861935117
agresti_coull,10000,0.2,0.95109,0.015679633176229824
agresti_coull,10000,0.21,0.94874,0.01596569976275739
agresti_coull,10000,0.22,0.95048,0.016236768164591988
agresti_coull,10000,0.23,0.95125,0.016494598605531572
agresti_coull,10000,0.24,0.94988,0.01673936933988449
agresti_coull,10000,0.25,0.94865,0.01697149794579993
agresti_coull,10000,0.26,0.94828,0.017191422215684444
agresti_coull,10000,0.27,0.95085,0.017399994262359657
agresti_coull,10000,0.28,0.95164,0.01759747139139873
agresti_coull,10000,0.29,0.94896,0.017784073509204266
agresti_coull,10000,0.3,0.94836,0.01796022367109749
agresti_coull,10000,0.31,0.95046,0.018125968144500362
agresti_coull,10000,0.32,0.95115,0.018282166276552585
agresti_coull,10000,0.33,0.95075,0.018428328455475033
agresti_coull,10000,0.34,0.94975,0.01856490588072511
agresti_coull,10000,0.35000000000000003,0.94794,0.018693132439291292
agresti_coull,10000,0.36,0.95078,0.018811667010841374
agresti_coull,10000,0.37,0.94919,0.01892159126513573
agresti_coull,10000,0.38,0.95071,0.01902275856076473
agresti_coull,10000,0.39,0.95012,0.019115137655245255
agresti_coull,10000,0.4,0.95026,0.019199175376282546
agresti_coull,10000,0.41000000000000003,0.95071,0.019275121799839763
agresti_coull,10000,0.42,0.94968,0.019342516274830197
agresti_coull,10000,0.43,0.95121,0.019402007902013706
agresti_coull,10000,0.44,0.95042,0.01945340216038617
agresti_coull,10000,0.45,0.94956,0.019496757763841764
agresti_coull,10000,0.46,0.94963,0.019532139126188883
agresti_coull,10000,0.47000000000000003,0.9502,0.019559664727714508
agresti_coull,10000,0.48,0.94919,0.01957928444728575
agresti_coull,10000,0.49,0.94891,0.019591001263209055
agresti_coull,10000,0.5,0.94824,0.019594890290476324
agresti_coull,10000,0.51,0.94901,0.019590984904646253
agresti_coull,10000,0.52,0.94944,0.019579192774175823
agresti_coull,10000,0.53,0.95026,0.019559565346342487
agresti_coull,10000,0.54,0.94927,0.01953209680496907
agresti_coull,10000,0.55,0.95032,0.019496663618048252
agresti_coull,10000,0.56,0.95057,0.01945339106613828
agresti_coull,10000,0.5700000000000001,0.95111,0.01940190563425099
agresti_coull,10000,0.58,0.94939,0.01934273014973896
agresti_coull,10000,0.59,0.95034,0.01927504718418742
agresti_coull,10000,0.6,0.94982,0.01919926322261287
agresti_coull,10000,0.61,0.94938,0.01911515467314649
agresti_coull,10000,0.62,0.94969,0.019022741757978318
agresti_coull,10000,0.63,0.94934,0.01892155579646163
agresti_coull,10000,0.64,0.95124,0.018811669244714835
agresti_coull,10000,0.65,0.9508,0.018693163491765512
agresti_coull,10000,0.66,0.94934,0.018565191917960192
agresti_coull,10000,0.67,0.95091,0.018428186321078087
agresti_coull,10000,0.68,0.95043,0.018282206367992427
agresti_coull,10000,0.6900000000000001,0.95047,0.018126199154119102
agresti_coull,10000,0.7000000000000001,0.95048,0.017960268597917373
agresti_coull,10000,0.71,0.94877,0.01778408010389728
agresti_coull,10000,0.72,0.95141,0.01759780209215739
agresti_coull,10000,0.73,0.95226,0.017399888514716785
agresti_coull,10000,0.74,0.94829,0.01719187437036648
agresti_coull,10000,0.75,0.94898,0.016971327592231376
agresti_coull,10000,0.76,0.94959,0.016739273920479514
agresti_coull,10000,0.77,0.95115,0.0164939059938164
agresti_coull,10000,0.78,0.9514,0.016236588936270297
agresti_coull,10000,0.79,0.94809,0.015965019280478374
agresti_coull,10000,0.8,0.95109,0.015678225677167666
agresti_coull,10000,0.81,0.94841,0.015377831098866191
agresti_coull,10000,0.8200000000000001,0.95156,0.015059620070574459
agresti_coull,10000,0.8300000000000001,0.94959,0.014724946295440182
agresti_coull,10000,0.84,0.94895,0.014371935929980985
agresti_coull,10000,0.85,0.95046,0.013997842032267544
agresti_coull,10000,0.86,0.95079,0.013603410475397848
agresti_coull,10000,0.87,0.94892,0.013184837457301578
agresti_coull,10000,0.88,0.95023,0.012740432116099503
agresti_coull,10000,0.89,0.95123,0.012268812997319587
agresti_coull,10000,0.9,0.9496,0.011765559172359987
agresti_coull,10000,0.91,0.95161,0.01122377447272016
agresti_coull,10000,0.92,0.95113,0.010641413574401194
agresti_coull,10000,0.93,0.95124,0.010007620515387937
agresti_coull,10000,0.9400000000000001,0.95005,0.009318212624309227
agresti_coull,10000,0.9500000000000001,0.94955,0.008553912446167978
agresti_coull,10000,0.96,0.94943,0.007693601647481619
agresti_coull,10000,0.97,0.94948,0.006702351516669146
agresti_coull,10000,0.98,0.95101,0.0055074394732142345
agresti_coull,10000,0.99,0.95037,0.003932056063486759
agresti_coull,10000,1.0,1.0,0.00046350096939384855
wald,1000,0.0,1.0,0.0
wald,1000,0.01,0.92907,0.01216905314833825
wald,1000,0.02,0.94809,0.017245061330277027
wald,1000,0.03,0.93469,0.02104791317221414
wald,1000,0.04,0.94687,0.024204155022985105
wald,1000,0.05,0.94115,0.026941839806333395
wald,1000,0.06,0.95054,0.029372730627291333
wald,1000,0.07,0.95029,0.03156230106711362
wald,1000,0.08,0.94988,0.03357253097496232
wald,1000,0.09,0.95168,0.0354238788674161
wald,1000,0.1,0.95286,0.037137943045689556
wald,1000,0.11,0.94356,0.03874414230809194
wald,1000,0.12,0.9462,0.040232406576729635
wald,1000,0.13,0.94904,0.04163486839984369
wald,1000,0.14,0.94826,0.04296905759847695
wald,1000,0.15,0.94571,0.04421092051902919
wald,1000,0.16,0.95182,0.04540404841933973
wald,1000,0.17,0.95063,0.04652516661489163
wald,1000,0.18,0.94972,0.047578068572973316
wald,1000,0.19,0.95103,0.04858688508136127
wald,1000,0.2,0.94615,0.04954766490949526
wald,1000,0.21,0.95113,0.05045078436774448
wald,1000,0.22,0.9484,0.05131666517178699
wald,1000,0.23,0.95396,0.05212615791467813
wald,1000,0.24,0.94933,0.05290462502643251
wald,1000,0.25,0.94638,0.05363957121353136
wald,1000,0.26,0.95284,0.054338112610356364
wald,1000,0.27,0.95029,0.05500053433211876
wald,1000,0.28,0.94558,0.05562395017146321
wald,1000,0.29,0.9491,0.05621466426408384
wald,1000,0.3,0.94905,0.05676944734720669
wald,1000,0.31,0.94803,0.05730028797002463
wald,1000,0.32,0.94999,0.05779291834030039
wald,1000,0.33,0.948,0.05825347544272991
wald,1000,0.34,0.94751,0.05868638167038428
wald,1000,0.35000000000000003,0.94973,0.059090844844600504
wald,1000,0.36,0.9519,0.05946950869584108
wald,1000,0.37,0.95022,0.059817044767785384
wald,1000,0.38,0.94898,0.060137130318228926
wald,1000,0.39,0.9493,0.0604290177432222
wald,1000,0.4,0.94773,0.060696384942495914
wald,1000,0.41000000000000003,0.95088,0.06093657630257177
wald,1000,0.42,0.94966,0.061149870128912716
wald,1000,0.43,0.94866,0.06133738182383995
wald,1000,0.44,0.94799,0.061499838604044586
wald,1000,0.45,0.9482,0.061636912006852396
wald,1000,0.46,0.94618,0.06174977550703761
wald,1000,0.47000000000000003,0.94739,0.0618361050905252
wald,1000,0.48,0.94644,0.06189893298355208
wald,1000,0.49,0.94577,0.06193586813399539
wald,1000,0.5,0.9458,0.06194836374678932
wald,1000,0.51,0.947,0.061936083679375406
wald,1000,0.52,0.94665,0.0618991707557803
wald,1000,0.53,0.94766,0.06183661271368615
wald,1000,0.54,0.94684,0.06174956708695976
wald,1000,0.55,0.94773,0.061637552101493874
wald,1000,0.56,0.94703,0.06149874250608342
wald,1000,0.5700000000000001,0.94813,0.06133590038230985
wald,1000,0.58,0.94947,0.06114929118828392
wald,1000,0.59,0.94976,0.06093587174620073
wald,1000,0.6,0.94692,0.06069543913947652
wald,1000,0.61,0.94845,0.06042941047865046
wald,1000,0.62,0.94911,0.06013775872125999
wald,1000,0.63,0.95058,0.05981634575715553
wald,1000,0.64,0.95192,0.05946420540171604
wald,1000,0.65,0.94862,0.059091106461416874
wald,1000,0.66,0.94703,0.05868917763100448
wald,1000,0.67,0.94927,0.05825360711912871
wald,1000,0.68,0.95081,0.0577911011242154
wald,1000,0.6900000000000001,0.94809,0.057297187778136846
wald,1000,0.7000000000000001,0.95197,0.05677570121747818
wald,1000,0.71,0.94912,0.056214184947268174
wald,1000,0.72,0.9469,0.055623133492197024
wald,1000,0.73,0.9491,0.05500034688274943
wald,1000,0.74,0.95239,0.05433689232670242
wald,1000,0.75,0.94689,0.053643416458803515
wald,1000,0.76,0.95108,0.052905467966811386
wald,1000,0.77,0.95419,0.05213200911678965
wald,1000,0.78,0.94672,0.05131198392078589
wald,1000,0.79,0.95176,0.050461598164258756
wald,1000,0.8,0.94841,0.04954961881121636
wald,1000,0.81,0.95068,0.048587409944451244
wald,1000,0.8200000000000001,0.95101,0.04758088546550258
